NAME,AIaaS Stack Level,Category,Industry,Sub-Category,Description,URL,Source(s),,,,,,
BlueOcean,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"BlueOcean goes beyond traditional brand trackers to provide always-on brand 
intelligence and actionable recommendations.",https://www.blueocean.ai/,FirstMark,,,,,,
DemandBase,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"More than an ABM platform. Demandbase One brings together data and 
technology to better leverage the buyer journey. We call it Account-Based 
Experience (ABX).",https://www.demandbase.com/,FirstMark,,,,,,
MRP Prelytix,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Forrester recognized Leader in Account Based Marketing | Only Enterprise 
Class Account-Based Sales & Marketing Platform | MRP Prelytix",https://www.mrpfd.com/,FirstMark,,,,,,
6sense,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Reinvent the way your organization creates, manages, and converts pipeline 
to revenue. Proceed with confidence in any climate.",https://6sense.com/,"FirstMark, FORBES50",,,,,,
Kontera,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Discover Amobee's solutions. Unify audiences, optimize results & grow your 
business. Contact Amobee today to find the right solution to optimize your 
results for tomorrow.",http://amobee.com/platform/brand-intelligence/,FirstMark,,,,,,
BloomReach,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Powerful content, customer engagement, and product discovery offerings to 
achieve true personalization and drive unparalleled business growth.",http://bloomreach.com/,FirstMark,,,,,,
Bluecore,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Turn your untapped retail data into one-to-one campaigns that make an 
immediate impact on revenue with Bluecore.",http://bluecore.com/,FirstMark,,,,,,
Persado,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"AI-powered language generation for messages that resonate with customers, 
inspire action, and yield never-before-seen levels of ROI. Discover Persado.",http://persado.com/,FirstMark,,,,,,
ActionIQ,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"AIQ makes every team member a CX champion by bringing order to data chaos. 
See how our CX Hub puts customers at the center of your strategy.",http://www.actioniq.com/,FirstMark,,,,,,
Amperity,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Turn messy customer data into business growth, powered-up teams, and happy 
customers.",http://www.amperity.com,FirstMark,,,,,,
People Pattern,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"We use data science, to extract marketing insights from the unbiased 
opinions and data generated by social media users, to produce audience 
intelligence.",http://www.peoplepattern.com/,FirstMark,,,,,,
Remesh,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Launch a live conversation with hundreds of people at once. Understand what 
your audience is saying in real-time using AI to organize and analyze the 
responses. Make confident business decisions with faster, richer insights.",http://www.remesh.ai,FirstMark,,,,,,
Signpost,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Signpost is the leader in small business management software for home 
service businesses. Learn more about our products & see how we can help.",http://www.signpost.com,FirstMark,,,,,,
Zeta Interactive,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Zeta’s platform and data empower the world’s largest brands to acquire, 
grow and retain customers across the entire omnichannel marketing experience",http://www.zetainteractive.com/,FirstMark,,,,,,
Faraday,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Faraday enables customer-centric growth teams to optimize experiences with 
predictive marketing and personalization at scale. Learn more here!",https://faraday.io/,FirstMark,,,,,,
MixPanel,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Unlock valuable customer insights to better convert, engage, and retain 
users with Mixpanel's powerful, self-serve product analytics. Try it free.",https://mixpanel.com/,FirstMark,,,,,,
Plausible,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Plausible is a lightweight and open-source Google Analytics alternative. 
Your website data is 100% yours and the privacy of your visitors is 
respected.",https://plausible.io/,FirstMark,,,,,,
Simon Data,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Simon Data is the Customer Data Platform that enables you to drive 
marketing results faster with a solution purpose built for growth.",https://www.simondata.com/,FirstMark,,,,,,
Flywheel Software,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Supercharge your favorite marketing and sales tools with intelligent 
customer audiences built in BigQuery, Snowflake, or Redshift.",http://flywheelsoftware.com,FirstMark,,,,,,
Datorama,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Optimize spend and customer value with automated reporting and a unified 
view of marketing data.",http://datorama.com/,FirstMark,,,,,,
Integral Ad Science,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Integral Ad Science (IAS) is a global leader in digital ad verification 
helping brands, agencies, and publishers activate and optimize impactful 
campaigns.",http://integralads.com/,FirstMark,,,,,,
OpenX,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"OpenX has the largest independent ad exchange network for publishers and 
demand partners, while maintaining the highest quality marketplace 
standards. Learn more.",http://openx.com/,FirstMark,,,,,,
The Trade Desk,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,We’re committed to making digital advertising better. Because the future of the open internet depends on it.,http://thetradedesk.com/,FirstMark,,,,,,
Criteo,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Activate the world’s largest set of commerce data to bring richer 
experiences to consumers with our Commerce Media Platform.",http://www.criteo.com/,FirstMark,,,,,,
Drawbridge,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,Rethink what B2B marketing can mean for your business with tools built for you.,http://www.drawbridge.com,FirstMark,,,,,,
GumGum,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"GumGum is a contextual intelligence company that uses artificial 
intelligence to see and analyze the full content of a page in a whole new 
way. The result is highly visible and engaging ads served where your users 
are most likely to see them.",http://www.gumgum.com/,FirstMark,,,,,,
MediaMath,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"We deliver the most responsive, accountable and performant digital 
advertising technology for brands to buy addressable media.",http://www.mediamath.com/,FirstMark,,,,,,
MobileWalla,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Turn data into insights. Mobilewalla provides consumer intelligence and mobile marketing solutions for brands, agencies, and data scientists.",http://www.mobilewalla.com,FirstMark,,,,,,
AiMatch,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Find more profitable growth opportunities and amplify your marketing 
initiatives with customer intelligence software & marketing solutions from 
SAS.",http://www.sas.com/en_us/software/customer-intelligence/ad-server.html,FirstMark,,,,,,
Versium,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Reach ideal B2B or B2C customers online. Versium is the leading marketing 
audience & targeting platform that’s tailored for omnichannel & ABM.",https://versium.com/,FirstMark,,,,,,
Appier,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Comprehensive AI-Powered Solutions: Smoother Operaions. Elevated Customer 
Experience. Better Performance.",https://www.appier.com/,FirstMark,,,,,,
GroundTruth (fka xAd),AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"Understand your consumer, build your business, increase store visits & 
sales, and make smarter forecasting decisions with location data & adtech 
software.",https://www.groundtruth.com,FirstMark,,,,,,
ActiveCampaign,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"ActiveCampaign's category-defining Customer Experience Automation platform 
helps over 180,000 businesses build meaningful connections with their 
customers.",http://www.activecampaign.com,FirstMark,,,,,,
Omneky,AutoML,Data Analytics for Business Decisions,Marketing/Customer Experience,Marketing Content,"* Grow Sales with AI-Powered Creative
- Show the perfect ad tailored for each customer with state-of-the-art deep learning.",www.omneky.com,"ScaleVP, BWGAI",,,,,,
